Eigenvector Count,Signal Matrix Type,Model Matrix Type,MSE
10,M_moebius,M_normalizedLaplacianUndirected,0.08086411196499528
10,M_moebius,M_leftNormalizedLaplacian,0.06448456949267484
10,M_moebius,M_incidence,0.0574162773096341
10,M_moebius,M_normalizedIncidence,0.052086580627935614
10,M_moebiusLaplacian,M_shiftDirected,0.100005582461128
10,M_moebiusLaplacian,M_laplacianDirected,0.09027613943191513
10,M_moebiusLaplacian,M_normalizedLaplacianDirected,0.08940479783224561
10,M_moebiusLaplacian,M_moebius,0.05411625470687287
10,M_moebiusLaplacian,M_moebiusLaplacian,0.09855194512662302
10,M_moebiusLaplacian,M_modifiedMoebius,0.04952072291278585
10,M_moebiusLaplacian,M_shiftUndirected,0.04668427032774315
10,M_moebiusLaplacian,M_laplacianUndirected,0.05756370518006779
10,M_moebiusLaplacian,M_normalizedLaplacianUndirected,0.0905686591827378
10,M_moebiusLaplacian,M_leftNormalizedLaplacian,0.06657306516427687
10,M_moebiusLaplacian,M_incidence,0.04822247268824751
10,M_moebiusLaplacian,M_normalizedIncidence,0.055833402407331915
10,M_modifiedMoebius,M_shiftDirected,0.10250760147785075
10,M_modifiedMoebius,M_laplacianDirected,0.08648972709365678
10,M_modifiedMoebius,M_normalizedLaplacianDirected,0.07661115005558447
10,M_modifiedMoebius,M_moebius,0.04681501992396656
10,M_modifiedMoebius,M_moebiusLaplacian,0.08735151370501616
10,M_modifiedMoebius,M_modifiedMoebius,0.0680607778839699
10,M_modifiedMoebius,M_shiftUndirected,0.04737995349202366
10,M_modifiedMoebius,M_laplacianUndirected,0.05865045941295153
10,M_modifiedMoebius,M_normalizedLaplacianUndirected,0.066860648339106
10,M_modifiedMoebius,M_leftNormalizedLaplacian,0.062555287573294
10,M_modifiedMoebius,M_incidence,0.043420687089104404
10,M_modifiedMoebius,M_normalizedIncidence,0.04556491776990512
10,M_shiftUndirected,M_shiftDirected,0.09096737959097473
10,M_shiftUndirected,M_laplacianDirected,0.11009012674166328
10,M_shiftUndirected,M_normalizedLaplacianDirected,0.1119603358749019
10,M_shiftUndirected,M_moebius,0.06857600953709816
10,M_shiftUndirected,M_moebiusLaplacian,0.10073911398931898
10,M_shiftUndirected,M_modifiedMoebius,0.06976210904427467
10,M_shiftUndirected,M_shiftUndirected,0.04561743799858901
